,age,agePerEdit,anonymousEditorRate,ari,auxiliaryVerbRate,bormuth,brokenLinkCount,categoryCount,characterCount,colemanLiauIndex,complexWordRate,conjunctionRate,currency,daleChall,difficultWordRate,discussionEditCount,easyWordRate,editCount,editorCount,editorRate,editsPerEditor,externalLinkCount,externalLinksPerSection,fileCount,fleschKincaidGradeLevel,fleschReadingEase,forcastGradeLevel,gunningFogIndex,headingCount,imageCount,imagesPerSection,inLinkCount,informationToNoiseRatio,internalLinkCount,languageLinkCount,linkRate,listRate,lix,longSentenceRate,longWordRate,longestSectionLength,longestSentenceLength,longestSubsectionLength,longestSubsubsectionLength,miyazaki,nominalizationRate,oneSyllableWordCount,oneSyllableWordRate,pageRank,paragraphCount,paragraphLength,passiveSentenceRate,peacockWordRate,prepositionRate,pronounRate,questionCount,questionRate,reciprocity,referenceCount,referenceSectionRate,referenceSectionsCount,referenceWordRate,registeredEditorRate,sectionCount,sectionLength,sectionNesting,sentenceBeginArticleRate,sentenceBeginCoordinatingConjunctionRate,sentenceBeginInterrogativePronounRate,sentenceBeginPrepositionRate,sentenceBeginPronounRate,sentenceBeginSubordinatingConjunctionRate,sentenceCount,sentenceLength,shortSentenceRate,shortestSectionLength,shortestSentenceLength,shortestSubsectionLength,shortestSubsubsectionLength,smogIndex,stopwordRate,subsectionCount,subsectionLength,subsectionNesting,subsubsectionCount,subsubsectionLength,syllableCount,tableCount,templateCount,to_be_verbRate,triviaSectionsCount,weaselWordRate,wordCount,wordLength,wordSyllables,has_flaw
770,1541,13.6371681416,26.548672566399997,9.07275724276,0.0,8.3312695021,0,2,2712,10.2903496503,16.2587412587,0.0,2,9.388381938060002,31.293706293699998,0,68.7062937063,113,17,0.1504,6.6471,3,0.75,0,9.5977002997,55.3602867133,10.6643356643,13.0406393606,4,0,0.0,3,0.286713286713,3,0,0.00877192982456,1.3925100000000001,42.216983017,11.4285714286,25.8741258741,193.0,36,76.0981,18.4473,44.524351448599994,0.0,356,62.2377622378,0.0,14,2.5,45.714285714300004,0.174825174825,0.0,0.0,1,2.85714285714,1.0,1,0.25,1,0.00175438596491,73.4513274336,4,109.5,0.0,14.2857142857,2.85714285714,0.0,14.2857142857,11.4285714286,20.0,35,16.342857142899998,51.428571428599994,0.0,1,4.61916,10.555,11.9282857097,47.2027972028,0,28.6204,0.0,0,22.2201,912,0,19,4.720279720280001,0,1.04895104895,572,4.74125874126,1.5944055944100002,yes
5927,1794,59.8,10.0,10.697374552000001,0.0,4.27601358399,0,4,3850,9.85890083632,15.4121863799,0.0,1,12.6165424851,50.2986857826,8,49.7013142174,30,16,0.5333,1.875,2,0.33333333333299997,0,10.2355050777,58.948813172,11.4695340502,14.534874552,6,0,0.0,45,0.270011947431,31,6,0.0703703703704,0.045936395759699995,43.3861708483,22.5,22.4611708483,373.0,67,76.0981,18.4473,38.4039903226,0.0,476,56.8697729988,0.0,9,4.44444444444,25.0,0.0,0.0,0.0,0,0.0,1.4516129032299998,0,0.0,1,0.0,90.0,6,112.833333333,0.0,7.5,0.0,0.0,17.5,7.5,2.5,40,20.925,40.0,0.0,1,4.61916,10.555,12.836157786500001,35.244922341700004,0,28.6204,0.0,0,22.2201,1253,1,22,1.91158900836,0,0.119474313023,837,4.59976105137,1.4970131421700001,yes
590,2575,19.9612403101,31.007751938000002,13.8474870197,0.0,3.97628706438,0,1,3188,12.186479750799998,14.797507788199999,0.0,66,12.440332606400002,48.2866043614,5,51.7133956386,129,48,0.3721,2.6875,16,5.33333333333,0,11.7509345794,53.1650415369,13.691588785,15.4301142264,3,0,0.0,25,0.361370716511,342,4,0.060509554140099994,0.01875,53.3727933541,29.6296296296,29.5950155763,0.0,60,76.0981,18.4473,26.0607403946,0.311526479751,270,42.0560747664,0.0,8,3.375,40.740740740700005,1.2461059190000001,0.0,0.0,0,0.0,0.0730994152047,14,4.66666666667,1,0.0222929936306,68.992248062,3,0.0,0.0,29.6296296296,0.0,0.0,14.8148148148,14.8148148148,0.0,27,23.7777777778,29.6296296296,0.0,1,4.61916,10.555,13.2740233383,40.3426791277,0,28.6204,0.0,0,22.2201,983,1,30,3.27102803738,0,0.467289719626,642,4.96573208723,1.5311526479799997,yes
3753,2231,6.885802469139999,41.049382716,12.437560156300002,0.0,5.7566241875,0,2,6597,11.5237296898,18.9069423929,0.0,-1,11.017041211199999,39.88183161,22,60.11816839,324,79,0.2438,4.1013,6,1.0,0,12.840686139,41.8983994854,11.3367799114,16.2982608281,9,0,0.0,19,0.259970457903,9,6,0.0126206384558,0.052742616033800004,50.4945442417,27.4193548387,28.655834564299997,768.0,62,265.0,18.4473,31.5330780483,0.369276218612,782,57.7548005908,0.0,30,2.0666666666699998,41.935483871,2.21565731167,0.0,0.0,0,0.0,2.1111111111099996,15,1.6666666666699999,1,0.011135857461000001,58.950617283999996,6,211.83333333299998,0.5,22.5806451613,1.61290322581,0.0,19.3548387097,8.06451612903,11.2903225806,62,21.838709677399997,37.096774193499996,0.0,1,21.0,10.555,14.129733498199998,42.8360413589,3,154.0,0.0,0,22.2201,2285,1,23,4.72673559823,0,1.0339734121100002,1354,4.87223042836,1.68759231905,yes
5071,1994,166.16666666700002,0.0,11.8803058104,0.0,5.71347197248,0,2,1682,12.8451987768,24.1590214067,0.0,308,11.6358235474,44.9541284404,7,55.0458715596,12,7,0.5833,1.7143,3,0.75,0,13.0020336391,34.2013379205,11.6513761468,16.9302752294,4,1,0.25,79,0.363914373089,119,0,0.046439628483,0.00615384615385,47.5244648318,16.6666666667,29.357798165100004,146.0,39,76.0981,18.4473,33.466675841,0.30581039755399997,182,55.657492354700004,0.0,6,3.0,33.3333333333,0.0,0.0,0.0,0,0.0,0.663865546218,0,0.0,0,0.0,100.0,4,64.75,0.0,16.6666666667,0.0,0.0,0.0,16.6666666667,11.1111111111,18,18.1666666667,38.8888888889,0.0,1,4.61916,10.555,14.474609652,40.6727828746,0,28.6204,0.0,0,22.2201,596,0,27,3.9755351682,0,0.917431192661,327,5.14373088685,1.82262996942,yes
1482,2449,5.817102137769999,66.27078384800001,10.8132608696,0.0,5.801864333330001,0,6,1384,11.9962318841,15.5797101449,0.0,59,11.700578260899999,45.652173913,7,54.347826087,421,107,0.2542,3.9346,7,2.33333333333,0,10.5048913043,50.471902173900006,12.663043478299999,13.131884057999999,5,0,0.0,75,0.489130434783,52,1,0.230483271375,0.488593155894,43.3369565217,12.5,26.0869565217,173.0,44,170.0,18.4473,37.6516521739,0.0,135,48.9130434783,0.0,5,3.2,25.0,1.4492753623199999,0.0,0.0,0,0.0,1.44230769231,0,0.0,1,0.0,33.729216152,3,57.6666666667,0.666666666667,0.0,0.0,0.0,6.25,37.5,0.0,16,17.25,43.75,0.0,1,0.0,10.555,11.979142498,37.318840579699994,2,85.0,0.0,0,22.2201,453,0,40,2.17391304348,0,0.724637681159,276,5.01449275362,1.64130434783,yes
3209,467,24.5789473684,21.0526315789,11.046743421099999,0.0,4.83384565789,0,1,1483,11.3541776316,18.75,0.0,100,12.3700184211,49.3421052632,3,50.6578947368,19,5,0.2632,3.8,3,1.5,2,11.693684210499999,45.0657894737,12.845394736800001,15.1,2,0,0.0,3,0.427631578947,84,0,0.0622837370242,0.286419753086,43.6710526316,18.75,24.6710526316,2.0,55,76.0981,18.4473,36.8581842105,0.0,145,47.697368421099995,0.0,6,2.66666666667,25.0,0.657894736842,0.0,0.0,0,0.0,0.035714285714300006,4,2.0,1,0.0138408304498,78.9473684211,2,1.0,0.0,18.75,0.0,0.0,6.25,18.75,0.0,16,19.0,56.25,0.0,1,4.61916,10.555,13.338036564100001,38.8157894737,0,28.6204,0.0,0,22.2201,512,0,20,3.28947368421,0,0.328947368421,304,4.878289473680001,1.68421052632,yes
1808,2406,10.8868778281,16.2895927602,12.483981031099999,0.0,5.251993493600001,0,6,7067,13.432490733900002,21.2750185322,0.0,10,12.032554506099999,47.368421052600006,7,52.631578947399994,221,57,0.2579,3.8772,8,1.6,0,12.2254370056,40.3262434883,12.527798369200001,15.9017882348,7,2,0.4,44,0.326908821349,47,7,0.045692883895100005,0.00149588631264,49.539496532200005,13.698630137,31.060044477399998,545.0,46,217.0,18.4473,31.082807224,0.148257968866,672,49.81467753890001,0.0,20,3.65,38.3561643836,0.444773906597,0.0,0.0,0,0.0,0.936170212766,2,0.28571428571400004,1,0.0014981273408199997,83.71040723979999,5,233.2,0.4,28.7671232877,0.0,0.0,8.21917808219,12.328767123299999,1.3698630137,73,18.4794520548,41.095890411,0.0,1,0.0,10.555,13.8602580761,40.9933283914,2,108.5,0.0,0,22.2201,2356,2,42,3.03928836175,0,0.7412898443289999,1349,5.23869532987,1.74647887324,yes
28,1754,58.4666666667,20.0,13.8011872705,0.0,3.64368064477,0,7,2058,14.0491472868,29.1989664083,0.0,1,13.2965928057,54.7803617571,4,45.2196382429,30,18,0.6,1.6667,4,1.0,0,15.8012294302,18.0540758874,13.8759689922,19.8269549844,4,2,0.5,4,0.452196382429,22,1,0.0994764397906,0.0,55.510539915699994,21.0526315789,35.142118863,212.0,47,76.0981,18.4473,25.976454100399998,0.258397932817,158,40.826873385,0.0,7,2.7142857142900003,31.5789473684,0.0,0.0,0.0,0,0.0,0.181818181818,3,0.75,1,0.00785340314136,80.0,4,77.25,0.0,0.0,0.0,0.0,15.7894736842,36.842105263200004,0.0,19,20.3684210526,31.5789473684,0.0,1,4.61916,10.555,16.3574343581,34.108527131799995,0,28.6204,0.0,0,22.2201,769,0,19,2.06718346253,0,0.516795865633,387,5.31782945736,1.9870801033599998,yes
1921,3437,7.9376443418,30.9468822171,9.73185503415,0.0,6.1492325488,0,5,3964,11.4384019975,23.0961298377,0.0,21,11.610705272799999,45.5680399501,7,54.4319600499,433,179,0.4134,2.419,9,0.9,7,11.8666299479,37.9586979511,12.3033707865,15.520804876300001,17,2,0.2,720,0.359550561798,236,48,0.351317440402,0.302101576182,44.4199897187,9.80392156863,28.7141073658,297.0,40,286.0,18.4473,41.8444170522,0.0,411,51.310861423199995,6e-06,29,1.7586206896599998,29.4117647059,0.374531835206,0.0,0.0,0,0.0,3.05084745763,0,0.0,0,0.0,69.0531177829,10,73.8,0.7,11.7647058824,0.0,0.0,19.6078431373,9.80392156863,0.0,51,15.7058823529,50.980392156899995,0.0,1,0.0,10.555,13.431851677000001,41.6978776529,7,45.428571428599994,0.0,0,22.2201,1448,1,53,2.87141073658,0,0.749063670412,801,4.94881398252,1.8077403245900001,yes
4487,2112,39.8490566038,3.77358490566,10.794782608699999,0.0,6.56812726473,0,10,1113,13.695507246400002,24.6376811594,0.0,171,11.4913181643,45.410628019300006,12,54.589371980699994,53,22,0.4151,2.4091,7,3.5,0,11.5108405797,37.1149565217,11.956521739100001,15.3750724638,2,0,0.0,9,0.41545893719800003,17,0,0.172413793103,0.476804123711,48.582608695699996,6.666666666669999,34.7826086957,0.0,32,76.0981,18.4473,37.4531565217,0.0,111,53.6231884058,0.0,2,7.5,6.666666666669999,0.48309178744,0.0,0.0,0,0.0,0.529411764706,0,0.0,1,0.0,96.22641509430001,2,0.0,0.0,0.0,0.0,0.0,20.0,26.6666666667,0.0,15,13.8,66.6666666667,0.0,1,4.61916,10.555,13.099504938399999,39.130434782600005,0,28.6204,0.0,0,22.2201,381,0,31,0.9661835748790001,0,0.9661835748790001,207,5.376811594199999,1.8405797101400003,yes
4349,2924,28.1153846154,27.8846153846,8.7413079729,0.0,7.018213995660001,0,13,1428,10.0776237624,13.5313531353,0.0,65,10.7330670314,39.9339933993,12,60.0660066007,104,48,0.4615,2.1667,9,3.0,1,8.77732846969,60.537529963500006,10.346534653500001,11.7914886225,3,0,0.0,94,0.40924092409199997,40,2,0.212624584718,0.17983651226199998,41.689942678499996,10.5263157895,25.742574257399998,0.0,33,76.0981,18.4473,45.8155648775,0.0,195,64.3564356436,0.0,6,3.16666666667,42.1052631579,0.660066006601,0.0,0.0,0,0.0,2.35,0,0.0,1,0.0,72.1153846154,3,0.0,0.0,10.5263157895,0.0,0.0,10.5263157895,36.842105263200004,0.0,19,15.947368421099998,52.631578947399994,0.0,1,4.61916,10.555,11.0459208364,46.534653465299996,0,28.6204,0.0,0,22.2201,466,0,30,3.3003300330000003,0,0.660066006601,303,4.7128712871300005,1.5379537953799998,yes
733,2558,52.2040816327,14.2857142857,9.235414855539998,0.0,7.40299764503,0,5,8422,11.427158889500001,13.9988186651,0.0,76,10.5844111596,39.4565859421,8,60.5434140579,49,29,0.5918,1.6897,1,0.33333333333299997,1,9.07412482772,55.778459821999995,12.1234494979,11.3875616541,10,1,0.33333333333299997,51,0.3006497342,114,1,0.052220888355300005,0.011862396203999998,44.0625249267,6.83760683761,29.592439456599998,1589.0,40,746.0,372.0,43.7276086197,1.65386887183,889,52.5103366804,0.0,26,4.5,23.0769230769,0.177200236267,0.0,0.0,0,0.0,0.447368421053,1,0.1,1,0.000600240096038,85.7142857143,3,529.666666667,2.0,9.40170940171,0.854700854701,0.0,18.8034188034,13.6752136752,4.2735042735,117,14.4700854701,52.136752136800006,0.0,1,62.0,372.0,10.795462190899999,41.5239220319,6,262.5,0.166666666667,1,372.0,2729,1,79,2.00826934436,0,0.295333727112,1693,4.97460129947,1.61193148258,yes
2301,967,16.9649122807,66.6666666667,7.5317433413999995,0.0,7.11939747458,0,1,310,11.588135593199999,27.118644067800002,0.0,0,11.8157435835,49.1525423729,2,50.8474576271,57,9,0.1579,6.3333,3,1.5,0,8.297142857139999,50.5884745763,12.372881355899999,14.2188861985,5,0,0.0,42,0.457627118644,213,1,3.7636363636400003,0.017857142857099998,40.631961259099995,14.2857142857,32.2033898305,0.0,30,0.0,18.4473,50.0482300242,0.0,30,50.8474576271,0.0,1,7.0,28.5714285714,3.3898305084700002,0.0,0.0,0,0.0,0.197183098592,0,0.0,0,0.0,33.3333333333,2,0.0,1.5,28.5714285714,0.0,0.0,0.0,0.0,0.0,7,8.42857142857,71.4285714286,0.0,1,0.0,10.555,11.280786712100001,38.9830508475,3,0.0,0.0,0,22.2201,103,3,19,6.7796610169500005,0,0.0,59,5.25423728814,1.7457627118599999,yes
5041,2000,50.0,17.5,11.2860376594,0.0,7.87230523001,0,5,2146,10.8813808463,15.8129175947,0.0,13,9.185338793280001,28.7305122494,4,71.2694877506,40,21,0.525,1.9048,2,0.5,0,10.5031757441,56.110864041300005,9.944320712689999,14.4888034015,4,0,0.0,11,0.34743875278399994,30,0,0.0648769574944,0.155009451796,43.1262401296,36.3636363636,22.7171492205,243.0,60,76.0981,18.4473,36.0146294797,0.8908685968819999,301,67.0378619154,0.0,10,2.2,59.0909090909,0.0,0.0,0.0,0,0.0,0.366666666667,0,0.0,1,0.0,82.5,4,91.25,0.0,31.818181818200003,0.0,0.0,9.090909090910001,18.1818181818,0.0,22,20.4090909091,45.4545454545,0.0,1,4.61916,10.555,12.8396230526,49.8886414254,0,28.6204,0.0,0,22.2201,690,0,42,5.34521158129,0,0.22271714922,449,4.77951002227,1.5367483296200002,yes
3621,262,9.03448275862,0.0,10.5540526316,0.0,6.26502657895,0,5,6349,10.7380526316,16.015037594000002,0.0,42,10.9780052632,40.526315789499996,2,59.473684210500004,29,11,0.3793,2.6364,0,0.0,0,10.9484210526,50.4089473684,11.2932330827,14.0060150376,5,0,0.0,22,0.266165413534,73,4,0.0705614567527,0.08417508417510002,45.1654135338,11.4285714286,26.165413533800002,1082.0,49,76.0981,18.4473,38.8239263158,0.07518796992480001,772,58.045112782,0.0,17,4.117647058819999,28.5714285714,0.0,0.0,0.0,0,0.0,0.301369863014,2,0.4,2,0.00151745068285,100.0,5,251.6,0.0,8.57142857143,0.0,0.0,35.7142857143,11.4285714286,11.4285714286,70,19.0,38.5714285714,0.0,1,4.61916,10.555,12.5543557755,46.39097744359999,0,28.6204,0.0,0,22.2201,2156,0,27,2.48120300752,0,0.225563909774,1330,4.77368421053,1.62105263158,yes
1581,1269,57.681818181800004,0.0,17.3794430052,0.0,3.8920252487,0,2,1096,16.404352331600002,24.8704663212,0.0,482,12.4417528497,48.1865284974,9,51.8134715026,22,9,0.4091,2.4444,17,8.5,0,16.501651554400002,19.7232545337,12.5388601036,19.598186528499998,2,0,0.0,4,0.424870466321,8,0,0.06770833333330001,0.0,61.948834196899995,25.0,37.8238341969,0.0,80,76.0981,18.4473,11.9963082902,0.0,96,49.7409326425,0.0,2,4.0,25.0,0.0,0.0,0.0,0,0.0,0.5,2,1.0,2,0.0104166666667,100.0,2,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,8,24.125,50.0,0.0,1,4.61916,10.555,16.416407865,37.8238341969,0,28.6204,0.0,0,22.2201,371,0,44,1.55440414508,0,0.0,193,5.678756476679999,1.9222797927500002,yes
1922,2394,37.40625,6.25,12.9322604423,0.0,5.484771858309999,0,9,3432,13.0655855856,23.1231231231,0.0,28,11.536752416099999,43.6936936937,8,56.3063063063,64,44,0.6875,1.4545,4,1.0,1,13.3827108927,35.0612653563,12.319819819800001,17.321976522,7,1,0.25,35,0.38588588588600004,42,5,0.135877862595,0.309799789252,50.5121485121,30.303030303000003,30.3303303303,588.0,54,254.0,18.4473,29.4285823096,0.3003003003,341,51.2012012012,0.0,8,4.125,48.4848484848,0.7507507507510001,0.0,0.0,0,0.0,0.833333333333,0,0.0,1,0.0,93.75,4,147.0,0.75,0.0,3.0303030303,0.0,15.151515151500002,21.2121212121,0.0,33,20.1818181818,36.3636363636,0.0,1,104.0,10.555,14.8321595662,41.1411411411,3,192.33333333299998,0.0,0,22.2201,1191,0,18,2.8528528528500003,0,1.2012012012,666,5.15315315315,1.7882882882900002,yes
3136,505,24.0476190476,9.52380952381,10.8731872577,0.0,6.65642942474,0,3,1633,10.2984813754,14.899713467,0.0,12,10.3554465026,36.1031518625,2,63.8968481375,21,4,0.1905,5.25,4,1.33333333333,0,9.795267149839999,61.4005123883,13.1232091691,14.1716500927,4,1,0.33333333333299997,3,0.361031518625,15,0,0.0481927710843,0.0514285714286,46.317377380799996,23.529411764699997,25.787965615999997,278.0,51,101.0,18.4473,37.6713175459,0.28653295128899997,160,45.8452722063,0.0,3,5.666666666669999,52.941176470600006,0.0,0.0,0.0,0,0.0,0.2,0,0.0,1,0.0,90.4761904762,3,92.6666666667,0.33333333333299997,23.529411764699997,0.0,0.0,5.882352941180001,11.7647058824,11.7647058824,17,20.5294117647,35.2941176471,0.0,1,101.0,10.555,12.579389640399999,45.8452722063,1,101.0,0.0,0,22.2201,514,0,47,4.58452722063,0,0.28653295128899997,349,4.679083094559999,1.47277936963,yes
5685,1852,74.08,0.0,9.97253029022,0.0,7.16804254241,0,4,1676,11.5421301775,17.7514792899,0.0,22,10.5546167089,38.757396449699996,2,61.2426035503,25,17,0.68,1.4706,0,0.0,0,10.621462383799999,47.5793984221,11.346153846199998,13.538686954100001,1,0,0.0,5,0.41124260355,14,0,0.0563798219585,1.3925100000000001,45.089320935500005,0.0,28.9940828402,8.0,28,76.0981,18.4473,40.9148906734,0.0,195,57.6923076923,0.0,7,3.0,38.0952380952,0.591715976331,0.0,0.0,0,0.0,0.357142857143,0,0.0,1,0.0,100.0,1,8.0,0.0,19.0476190476,0.0,0.0,4.7619047619,28.5714285714,4.7619047619,21,16.0952380952,42.8571428571,8.0,1,4.61916,10.555,12.2582009977,43.1952662722,0,28.6204,0.0,0,22.2201,571,0,14,2.66272189349,0,0.295857988166,338,4.95857988166,1.68934911243,yes
3003,596,59.6,10.0,13.7680815684,0.0,5.78544038304,0,4,6276,14.0017258883,16.2436548223,0.0,19,11.2064423887,41.5397631134,6,58.4602368866,10,4,0.4,2.5,0,0.0,5,12.603616313699998,40.9987309645,12.144670050799999,14.6491860669,7,0,0.0,16,0.30372250423,170,3,0.170668953688,0.0,53.205029465,22.4137931034,32.825719120100004,1031.0,47,461.0,18.4473,26.109398739699998,0.169204737733,619,52.3688663283,0.0,23,2.52173913043,48.275862069,0.25380710659899997,0.0,0.0,0,0.0,0.0941176470588,0,0.0,1,0.0,90.0,3,362.33333333300004,1.33333333333,20.6896551724,0.0,0.0,31.034482758600003,8.620689655169999,6.896551724139999,58,20.3793103448,36.2068965517,0.0,1,52.0,10.555,12.965457582400001,40.6937394247,4,254.25,0.0,0,22.2201,2028,1,35,2.79187817259,0,0.423011844332,1182,5.30964467005,1.71573604061,yes
4818,2047,26.934210526300003,27.631578947399998,11.3574474804,0.0,7.292819523080001,0,1,4185,11.081070195599999,15.1898734177,0.0,378,9.781079324,32.5661680092,4,67.4338319908,76,22,0.2895,3.4545,3,0.75,0,11.437772901199999,49.0544338588,11.421173762899999,14.1596702973,4,4,1.0,64,0.33601841196800003,82,2,0.0522648083624,0.117827868852,42.3036636604,20.9302325581,22.094361334899997,475.0,40,76.0981,18.4473,35.7139537292,0.0,497,57.1921749137,1e-06,9,4.777777777780001,44.1860465116,0.230149597238,0.0,0.0,0,0.0,0.7804878048780001,0,0.0,0,0.0,72.3684210526,4,166.75,0.0,30.232558139499996,0.0,0.0,13.9534883721,4.6511627907,0.0,43,20.2093023256,34.8837209302,0.0,1,4.61916,10.555,12.5965109939,40.5063291139,0,28.6204,0.0,0,22.2201,1410,0,32,2.18642117376,0,0.230149597238,869,4.81588032221,1.62255466053,yes
545,1616,80.8,30.0,13.534870328,0.0,5.81520618485,0,3,1999,16.6096783626,28.362573099400002,0.0,39,12.038182481600002,48.5380116959,3,51.4619883041,20,10,0.5,2.0,3,0.6,0,13.3260894991,26.0055491991,14.1228070175,17.2928553267,5,0,0.0,3,0.415204678363,7,0,0.023880597014900005,0.12303664921499999,51.419272819700005,8.69565217391,36.5497076023,126.0,37,76.0981,18.4473,26.6051235698,0.584795321637,134,39.1812865497,0.0,9,2.55555555556,30.434782608699997,0.292397660819,0.0,0.0,0,0.0,0.428571428571,0,0.0,1,0.0,70.0,5,59.8,0.0,8.69565217391,0.0,0.0,4.34782608696,0.0,8.69565217391,23,14.8695652174,60.869565217399995,0.0,1,4.61916,10.555,14.248188259900001,35.9649122807,0,28.6204,0.0,0,22.2201,670,0,19,3.2163742690099997,0,1.16959064327,342,5.84502923977,1.9590643274900001,yes
3950,41,0.7884615384620001,0.0,2.8122467532499997,0.0,7.9164004026,0,2,313,5.82242857143,2.85714285714,0.0,37,11.395993506500002,47.1428571429,2,52.8571428571,52,2,0.0385,26.0,1,0.25,0,2.06324675325,91.6044805195,10.142857142899999,3.68831168831,7,0,0.0,76,0.485714285714,163,0,2.84848484848,1.3925100000000001,29.2207792208,0.0,22.8571428571,6.0,25,0.0,18.4473,68.715187013,0.0,46,65.7142857143,0.0,1,11.0,27.2727272727,0.0,0.0,0.0,0,0.0,0.46625766871200003,0,0.0,0,0.0,100.0,4,1.5,0.75,36.3636363636,0.0,0.0,0.0,0.0,9.090909090910001,11,6.3636363636399995,81.8181818182,0.0,1,0.0,10.555,5.3354968324800005,35.7142857143,3,0.0,0.0,0,22.2201,90,1,35,5.71428571429,0,0.0,70,4.47142857143,1.2857142857100001,yes
5054,1997,33.2833333333,15.0,8.0941843181,0.0,7.93401522371,0,10,1347,8.928528428089999,9.030100334450001,0.0,71,9.74134756596,33.4448160535,2,66.5551839465,60,35,0.5833,1.7143,3,0.75,0,8.3318115942,64.91385265699999,10.9197324415,10.2564845782,6,0,0.0,65,0.434782608696,34,1,0.166101694915,0.060509554140099994,37.6813452248,27.7777777778,21.0702341137,233.0,43,0.0,18.4473,48.4498368636,0.0,181,60.5351170569,0.0,6,3.0,44.4444444444,1.00334448161,0.0,0.0,0,0.0,1.91176470588,0,0.0,1,0.0,85.0,4,58.75,0.5,5.55555555556,0.0,0.0,11.1111111111,22.2222222222,0.0,18,16.611111111099998,50.0,0.0,1,0.0,10.555,9.7082039325,42.8093645485,2,0.0,0.0,0,22.2201,442,2,34,3.67892976589,0,0.0,299,4.50501672241,1.4782608695700001,yes
3180,2278,33.5,14.7058823529,7.96636828645,0.0,6.932027455239999,0,5,1963,11.1618158568,16.6240409207,0.0,27,11.5163373402,46.2915601023,5,53.7084398977,68,25,0.3676,2.72,0,0.0,1,7.907787723789999,58.8504795396,13.4398976982,11.2496163683,5,0,0.0,78,0.36317135549900004,152,1,0.253521126761,0.0,40.6560102302,2.9411764705900003,29.1560102302,185.0,36,0.0,18.4473,48.556508951400005,0.0,171,43.734015345299994,0.0,8,4.25,26.470588235300003,0.25575447570300003,0.0,0.0,0,0.0,0.513157894737,0,0.0,1,0.0,85.2941176471,3,66.3333333333,0.666666666667,14.7058823529,2.9411764705900003,0.0,5.882352941180001,17.6470588235,2.9411764705900003,34,11.5,76.4705882353,0.0,1,0.0,10.555,10.5731724645,33.759590792800005,2,0.0,0.0,0,22.2201,630,2,54,4.6035805626599995,0,0.7672634271100001,391,5.02046035806,1.61125319693,yes
5431,2759,110.36,16.0,8.8978,0.0,9.04094566667,0,4,1454,10.7468666667,15.666666666700001,0.0,182,8.90696666667,28.6666666667,1,71.3333333333,25,18,0.72,1.3889,6,2.0,0,8.82533333333,58.506,10.55,12.2666666667,3,0,0.0,3,0.33333333333299997,61,0,0.0436241610738,0.0033444816053499996,40.3333333333,5.0,25.3333333333,245.0,41,76.0981,18.4473,45.116440000000004,0.666666666667,189,63.0,0.0,6,3.33333333333,60.0,0.0,0.0,0.0,0,0.0,0.0491803278689,0,0.0,1,0.0,84.0,3,81.6666666667,0.0,35.0,0.0,0.0,10.0,20.0,0.0,20,15.0,50.0,0.0,1,4.61916,10.555,11.3964278119,48.0,0,28.6204,0.0,0,22.2201,472,0,33,6.666666666669999,0,2.66666666667,300,4.84666666667,1.5733333333300001,yes
4967,2018,144.142857143,7.1428571428600005,9.604255319149999,0.0,7.66574296312,0,7,718,12.0653900709,19.8581560284,0.0,124,10.3830940426,38.2978723404,12,61.7021276596,14,12,0.8571,1.1667,1,1.0,0,10.9983617021,41.3235,11.7021276596,13.583262411300002,1,0,0.0,4,0.475177304965,11,1,0.14285714285700002,0.0,47.4333333333,0.0,33.3333333333,0.0,29,76.0981,18.4473,42.2268042553,0.0,78,55.3191489362,1e-06,4,2.5,20.0,0.0,0.0,0.0,0,0.0,0.363636363636,0,0.0,0,0.0,92.85714285709999,1,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,10,14.1,60.0,0.0,2,4.61916,10.555,12.1651513899,38.2978723404,0,28.6204,0.0,0,22.2201,252,0,15,2.8368794326200004,0,0.709219858156,141,5.09219858156,1.78723404255,yes
4339,2926,33.632183908,9.19540229885,9.20217571059,0.0,7.54626302584,0,15,3377,12.5264031008,13.178294573599999,0.0,103,10.8387118863,41.8604651163,7,58.1395348837,87,39,0.4483,2.2308,13,1.44444444444,0,8.00321705426,58.9579005168,11.302325581400002,10.0490956072,17,0,0.0,117,0.395348837209,31,10,0.07355242566510001,1.50072992701,40.6266149871,3.7037037037,28.6821705426,233.0,32,131.0,18.4473,43.6609421189,0.31007751938,374,57.984496123999996,0.0,14,3.85714285714,14.8148148148,0.15503875969,0.0,0.0,0,0.0,3.77419354839,7,0.41176470588200004,1,0.0109546165884,90.80459770110001,9,60.2222222222,0.888888888889,14.8148148148,0.0,0.0,3.7037037037,33.3333333333,1.85185185185,54,11.9444444444,70.3703703704,0.0,1,0.0,10.555,9.871842709360001,38.6046511628,8,28.5,0.0,0,22.2201,1035,0,30,2.94573643411,0,1.3953488372100002,645,5.23565891473,1.6046511627899998,yes
