wordSyllables,wordLength,wordCount,weaselWordRate,triviaSectionsCount,to_be_verbRate,templateCount,tableCount,syllableCount,subsubsectionLength,subsubsectionCount,subsectionNesting,subsectionLength,subsectionCount,stopwordRate,smogIndex,shortestSubsubsectionLength,shortestSubsectionLength,shortestSentenceLength,shortestSectionLength,shortSentenceRate,sentenceLength,sentenceCount,sentenceBeginSubordinatingConjunctionRate,sentenceBeginPronounRate,sentenceBeginPrepositionRate,sentenceBeginInterrogativePronounRate,sentenceBeginCoordinatingConjunctionRate,sentenceBeginArticleRate,sectionNesting,sectionLength,sectionCount,registeredEditorRate,referenceWordRate,referenceSectionsCount,referenceSectionRate,referenceCount,reciprocity,questionRate,questionCount,pronounRate,prepositionRate,peacockWordRate,passiveSentenceRate,paragraphLength,paragraphCount,pageRank,oneSyllableWordRate,oneSyllableWordCount,nominalizationRate,miyazaki,longestSubsubsectionLength,longestSubsectionLength,longestSentenceLength,longestSectionLength,longWordRate,longSentenceRate,lix,listRate,linkRate,languageLinkCount,internalLinkCount,informationToNoiseRatio,inLinkCount,imagesPerSection,imageCount,headingCount,gunningFogIndex,forcastGradeLevel,fleschReadingEase,fleschKincaidGradeLevel,fileCount,externalLinksPerSection,externalLinkCount,editsPerEditor,editorRate,editorCount,editCount,easyWordRate,discussionEditCount,difficultWordRate,daleChall,currency,conjunctionRate,complexWordRate,colemanLiauIndex,characterCount,categoryCount,brokenLinkCount,bormuth,auxiliaryVerbRate,ari,anonymousEditorRate,agePerEdit,age,has_flaw
1.46247,4.813559,413,0.242131,0,3.631961,32,0,604,38.0956,0,0,32.9551,0,39.467312,9.787594,14.6767,5.66071,1,0,50,14.75,28,3.571429,10.714286,17.857143,0,0,25,0,43,8,92.857143,0.017073,1,0.875,7,0.191489,0,0,0,0,0.726392,35.714286,3.111111,9,0,62.711864,259,0.726392,46.217593,35.3587,60.4917,35,165,22.760291,14.285714,37.510291,0.046512,0.041463,0,47,0.375303,9,0,0,8,10.064649,10.59322,68.138811,7.419643,0,0.5,4,3.5,0.2857,8,28,64.40678,2,35.59322,9.988269,519,0,10.411622,10.517966,1988,2,0,7.974314,0,8.616864,7.142857,57.321429,1605,yes
1.91791,5.514925,268,0.746269,0,3.731343,13,0,514,38.0956,0,0,32.9551,0,32.089552,15.159652,14.6767,5.66071,1,0,28.571429,19.142857,14,0,7.142857,14.285714,0,0,0,0,27.5,4,89.130435,0,1,0,0,1,0,0,0,0,0.373134,50,3.5,4,0,44.029851,118,0,24.620808,35.3587,60.4917,43,108,36.940299,21.428571,56.083156,0.029412,0.037879,0,6,0.38806,6,0.25,1,4,17.95565,13.395522,25.149776,14.507058,0,0.25,1,7.6667,0.1304,6,46,44.029851,3,55.970149,13.423672,528,0,25.746269,15.115746,1478,1,0,3.706863,0,14.116727,10.869565,34.891304,1605,yes
2,7,4,0,0,0,23,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.25,1,0.25,1,0.789474,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.809524,2.25,0,19,1,15,0,0,4,10.4,12.5,36.62,8.4,0,0,0,1.3333,0.75,6,8,0,1,100,19.4761,224,0,25,-4.57,28,4,0,0.417201,0,12.04,0,200.625,1605,yes
1.75,5.166667,36,0,0,5.555556,28,0,63,38.0956,0,0,32.9551,0,30.555556,11.660254,14.6767,5.66071,1,0,75,9,4,0,0,0,0,0,0,0,0,2,58.333333,0,0,0,0,0.05,0,0,0,0,0,50,2,2,0,50,18,0,50.599,35.3587,60.4917,22,0,36.111111,0,45.111111,4.16335,0.285714,0,40,0.611111,2,0,0,2,14.711111,12.5,49.65,8.57,1,0,0,1.7143,0.5833,7,12,52.777778,1,47.222222,11.539289,91,0,27.777778,11.298333,186,2,0,7.312501,0,7.405,41.666667,133.666667,1604,yes
1.8,6,35,0,0,0,23,0,63,38.0956,0,0,0,15,0,4.256562,14.6767,0,1,0,100,1.842105,19,0,0,0,0,0,0,3.75,4,4,96.078431,0.371429,1,0.684211,13,0.081081,0,0,0,0,0,0,7.41618,0,0,40,14,0,48.653526,35.3587,0,3,2,20,0,21.842105,0.918981,2.114286,2,74,0.485714,6,0,0,19,1.879699,14,52.685263,6.368421,0,1.75,7,2.6842,0.3725,19,51,45.714286,5,54.285714,12.299583,33,0,2.857143,3.254286,210,0,0,7.674538,0,7.751053,3.921569,50.529412,2577,yes
2,7,4,0,0,0,23,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.25,1,0.25,1,0.333333,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.714286,2,0,18,1,6,0,0,4,10.4,12.5,36.62,8.4,0,0,0,1.25,0.8,4,5,0,1,100,19.4761,530,0,25,-4.57,28,4,0,0.417201,0,12.04,0,320.8,1604,yes
2,7,4,0,0,0,23,0,8,38.0956,0,0,32.9551,0,0,5.738613,14.6767,5.66071,1,0,100,1,4,0,0,0,0,0,0,0,0,4,100,0.25,1,0.25,1,0.333333,0,0,0,0,0,0,7.41618,0,0,50,2,0,31.475,35.3587,60.4917,1,0,25,0,26,0.911111,2.75,0,21,1,7,0,0,4,10.4,12.5,36.62,8.4,0,0,0,1.4286,0.7,7,10,0,1,100,19.4761,530,0,25,-4.57,28,3,0,0.417201,0,12.04,0,160.4,1604,yes
2,6.28,25,0,0,0,42,0,50,38.0956,0,0,0,10,0,4.46385,14.6767,0,1,0,100,1.785714,14,0,0,0,0,0,0,2.5,2.75,4,93.103448,0.44,1,0.785714,11,0.157895,0,0,0,0,0,0,7.41618,0,0,28,7,0,43.499811,35.3587,0,3,2,28,0,29.785714,0.920635,2.32,3,57,0.6,9,0,0,14,2.314286,15.8,35.8225,8.706429,0,1,4,1.8125,0.5517,16,29,44,5,56,12.567471,201,0,4,4.3892,157,0,0,7.398885,0,9.041657,6.896552,88.862069,2577,yes
2.504868,6.891516,719,0,0,1.112656,28,0,1801,38.0956,0,0,32.9551,0,12.378303,45.567593,14.6767,5.66071,8,0,60,143.8,5,0,40,0,0,0,0,0,23.444444,27,100,0.002793,1,0.074074,2,0.31085,0,0,0,0,0,80,0.081967,61,0.000002,25.869263,186,0.278164,-240.091169,35.3587,60.4917,668,78,53.40751,20,197.20751,4.16335,0.446927,0,341,0.614743,106,0,0,27,74.321113,16.119611,-151.033822,70.049441,0,0.037037,1,1.6552,0.6042,29,48,22.392211,17,77.607789,23.02325,4,0,42.002782,24.582406,4955,2,0,-26.597042,0,82.92904,0,33.395833,1603,yes
1.707865,5.269663,89,0,0,2.247191,32,0,152,38.0956,0,0,32.9551,0,33.707865,11.783101,14.6767,5.66071,1,0,57.142857,12.714286,7,0,0,0,0,0,28.571429,0,0,4,95,0,1,0,0,4.882353,0,0,0,0,0,28.571429,7,1,0,58.426966,52,4.494382,41.546923,35.3587,60.4917,38,0,29.213483,14.285714,41.927769,4.16335,0.134831,0,17,0.438202,83,0,0,4,13.175602,11.235955,49.444607,9.52138,0,0,0,2,0.5,10,20,55.05618,1,44.94382,11.363758,62,0,20.224719,12.878764,469,1,0,6.880594,0,9.747255,5,80.1,1602,yes
1.546512,5.139535,86,0,0,3.488372,65,0,133,38.0956,0,0,32.9551,0,39.534884,9.396021,14.6767,5.66071,1,0,81.818182,7.818182,11,0,36.363636,0,0,0,0,0,9,5,79.166667,0,0,0,0,0.647059,0,0,0,0,0,27.272727,5.5,2,0,39.534884,34,0,53.373224,35.3587,60.4917,21,45,30.232558,0,38.05074,0.584158,0.738095,1,34,0.465116,22,0,0,5,10.104017,14.069767,68.064662,5.707928,0,0.8,4,1.6744,0.5972,43,72,54.651163,17,45.348837,11.184863,36,0,17.44186,10.634651,442,17,0,7.870419,0,6.6863,20.833333,35.777778,2576,yes
2.043478,6.130435,23,0,0,0,48,0,47,38.0956,0,0,0,9,0,5.148345,14.6767,0,1,0,100,1.769231,13,0,0,0,0,0,0,2.25,2.5,4,89.795918,0.26087,1,0.461538,6,0.104478,0,0,0,0,0,0,7.41618,0,0,21.73913,5,0,46.342023,35.3587,0,3,2,26.086957,0,27.856187,0.931953,2.695652,3,67,0.608696,7,0,0,13,4.185953,16.73913,32.16097,9.213043,0,0.25,1,2.1304,0.4694,23,49,43.478261,4,56.521739,12.649036,109,0,8.695652,3.351739,141,0,0,7.323391,0,8.328963,10.204082,52.571429,2576,yes
2.147059,6.205882,34,0,0,0,53,1,73,38.0956,0,0,0,14,0,5.176429,14.6767,0,1,0,100,1.789474,19,0,0,0,0,0,0,2.8,3.4,5,92.307692,0.411765,1,0.736842,14,0.064516,0,0,0,0,0,0,7.41618,0,0,17.647059,6,0,44.885427,35.3587,0,3,4,29.411765,0,31.201238,0.925976,3.617647,4,124,0.647059,8,0,0,19,4.245201,17.352941,23.377508,10.443189,0,2.2,11,2.4074,0.4154,27,65,50,6,50,11.620258,89,0,8.823529,3.987941,211,0,0,8.372242,0,8.694443,7.692308,39.630769,2576,yes
2.12931,5.362069,116,0,0,0.862069,21,0,247,38.0956,0,0,32.9551,0,5.172414,13.444659,14.6767,5.66071,1,0,81.818182,10.545455,11,0,0,0,0,0,0,0,48.5,2,46.153846,0,0,0,0,0.666667,0,0,0,0,0,9.090909,2.2,5,0,32.758621,38,0,43.965909,35.3587,60.4917,27,97,37.931034,0,48.476489,4.16335,0.044643,0,3,0.75,2,0,0,2,18.011285,15.086207,15.991708,13.648589,1,0,0,2.1667,0.4615,6,13,9.482759,1,90.517241,18.452227,472,0,34.482759,12.937759,622,1,0,-0.036194,0,9.098072,53.846154,123.076923,1600,yes
1.469697,5,132,0,0,1.515152,47,6,194,38.0956,0,0,12.25,4,23.484848,9.123724,14.6767,0,1,0,75,8.25,16,0,0,0,0,0,12.5,0.444444,7.555556,9,87.5,0.023622,1,0.230769,3,0.306122,0,0,0,0,0,12.5,4,4,0,50.757576,67,0,55.168,35.3587,49,53,49,25,6.25,33.25,0.045113,1.740157,0,196,0.598485,60,0,0,13,9.360606,12.386364,74.124886,4.969924,0,0.222222,2,2.2857,0.4375,14,32,36.363636,4,63.636364,14.093882,529,0,15.151515,10.013636,660,3,0,4.821882,0,6.245,12.5,50,1600,yes
2.196581,6.324786,117,0,0,1.709402,27,0,257,38.0956,0,0,32.9551,0,30.769231,15.399597,14.6767,5.66071,1,0,50,14.625,8,0,0,0,0,0,12.5,0,0,4,95.454545,0.008547,1,0.25,1,0.0625,0,0,0,0,0,12.5,4,2,0.000001,47.008547,55,0.854701,18.058115,35.3587,60.4917,39,0,46.153846,25,60.778846,0.07874,0.094017,0,48,0.581197,3,0,0,4,19.867094,12.948718,6.159856,16.033408,0,0.5,2,1.375,0.7273,16,22,47.008547,10,52.991453,12.72925,34,0,35.042735,19.401709,740,2,0,5.129164,0,15.672244,4.545455,72.727273,1600,yes
1.666667,5.833333,6,0,0,0,19,0,10,38.0956,0,0,32.9551,0,16.666667,5.738613,14.6767,5.66071,1,0,100,1.5,4,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0.578947,0,0,0,0,0,0,7.41618,0,0,66.666667,4,0,52.441,35.3587,60.4917,3,0,16.666667,0,18.166667,0.769231,1.5,0,19,0.833333,11,0,0,4,7.266667,10,64.3125,4.661667,0,0,0,1.3333,0.75,6,8,16.666667,1,83.333333,16.869233,530,0,16.666667,-1.441667,35,4,0,3.050888,0,6.795,0,200,1600,yes
1.590909,4.727273,22,0,0,4.545455,16,0,35,38.0956,0,0,32.9551,0,27.272727,8.477226,14.6767,5.66071,2,0,100,5.5,4,0,0,0,0,0,25,0,3.5,2,89.473684,0,0,0,0,0.6,0,0,0,0,0,25,2,2,0,54.545455,12,0,65.562091,35.3587,60.4917,10,7,27.272727,0,32.772727,4.16335,0.285714,0,5,0.681818,3,0,0,2,9.472727,11.818182,66.661591,5.327727,0,0,0,1.5833,0.6316,12,19,68.181818,1,31.818182,8.933391,361,0,18.181818,6.589091,104,1,0,10.573651,0,3.585455,10.526316,84.210526,1600,yes
1.892241,5.418103,464,0.431034,0,2.586207,25,0,878,38.0956,0,0,32.9551,0,42.456897,15.110601,14.6767,5.66071,2,0,44.444444,17.185185,27,3.703704,48.148148,11.111111,0,0,0,0,65.666667,6,92.105263,0,0,0,0,0.285714,0,0,0,0,0.431034,22.222222,2.7,10,0,37.068966,172,0.431034,30.191185,35.3587,60.4917,37,151,35.344828,14.814815,52.530013,0.116505,0.076923,0,21,0.398707,6,0,0,6,18.253384,14.439655,29.308416,13.44067,0,0,0,1.6522,0.6053,23,38,55.387931,6,44.612069,11.533131,2,0,28.448276,14.36694,2514,9,0,5.969486,0,12.68186,7.894737,67.763158,2575,yes
1.517007,4.78458,441,0.907029,0,2.947846,56,0,669,38.0956,0,0,92,4,42.857143,10.011895,14.6767,0,1,0,77.777778,12.25,36,0,33.333333,8.333333,0,0,0,1,97,4,83.018868,0.004673,1,0.25,2,0.621622,2.777778,1,0,0,0.680272,22.222222,4.5,8,0,55.102041,243,0,51.552163,35.3587,330,53,373,21.768707,8.333333,34.018707,0,0.093458,0,74,0.335601,46,0,0,8,10.251474,11.734694,66.062474,7.08818,0,0.25,1,3.5333,0.283,30,106,62.358277,10,37.641723,10.187728,3,0,13.378685,9.9322,2110,6,0,8.180173,0,7.230374,16.981132,15.084906,1599,yes
1.687415,5.108254,739,0.947226,0,2.300406,58,0,1247,11.25,4,0.571429,22.571429,7,32.070365,11.660254,0,0,1,0,66.666667,13.685185,54,0,18.518519,7.407407,0,0,1.851852,1.166667,75,6,88.157895,0.019553,0,0.823529,14,0.464286,0,0,0,0,0.947226,16.666667,1.384615,39,0,51.691475,382,0.405954,42.719869,28,112,51,340,26.657645,11.111111,40.342831,0.430871,0.054469,0,28,0.358593,13,0,0,17,12.781246,12.246279,50.189192,9.658724,0,0.833333,5,3.8,0.2632,20,76,57.645467,6,42.354533,11.003066,1,0,18.26793,12.095467,3775,4,0,7.097356,0,9.472471,11.842105,21.026316,1598,yes
1.75,5.958333,24,0,0,0,22,0,42,38.0956,0,0,0,10,0,4.46385,14.6767,0,1,0,100,1.714286,14,0,0,0,0,0,0,2.5,2.5,4,100,0.333333,1,0.571429,8,0.12,0,0,0,0,0,0,7.41618,0,0,45.833333,11,0,49.681429,35.3587,0,2,1,16.666667,0,18.380952,0.919463,1.833333,2,50,0.416667,6,0,0,14,2.352381,13.125,57.045,5.728571,0,1,4,2.0667,0.4839,15,31,41.666667,4,58.333333,12.932362,447,0,4.166667,1.794583,143,0,0,7.048129,0,7.490893,0,83.064516,2575,yes
1.50229,4.923664,1310,0.152672,0,4.351145,117,1,1968,38.0956,0,0,189,4,41.374046,11.67317,14.6767,0,1,0,38.80597,19.552239,67,0,7.462687,20.895522,0,0,14.925373,0.571429,168,7,90.47619,0.035604,2,4.181818,46,0.664179,0,0,0,0,0.229008,56.716418,3.35,20,0,46.641221,611,0.152672,34.947414,35.3587,307,47,773,29.236641,16.41791,48.78888,0.003855,0.051858,3,134,0.280916,89,0,0,11,12.950667,13.003817,59.895737,9.762396,3,1.142857,8,1.7872,0.5595,47,84,61.068702,12,38.931298,10.753543,64,0,12.824427,11.666031,6450,8,0,6.399312,0,11.536577,9.52381,30.654762,2575,yes
1.33119,4.21865,311,0.321543,0,2.572347,35,1,414,38.0956,0,0,5,3,41.157556,9.708204,14.6767,5,1,0,50,14.136364,22,4.545455,9.090909,9.090909,0,0,9.090909,0.375,35.375,8,70.526316,0,2,0,0,0.129032,0,0,0,0,1.286174,31.818182,2.444444,9,0,52.090032,162,0,58.572866,35.3587,5,37,240,18.971061,13.636364,33.107425,0.274648,0.252427,3,62,0.376206,8,0,0,11,9.898918,12.186495,79.867941,5.63122,1,0.375,3,3.2759,0.3053,29,95,63.665595,6,36.334405,10.074866,13,0,10.610932,6.925659,1312,8,0,8.007644,0,5.508021,29.473684,16.810526,1597,yes
1.898438,5.479167,384,0,0,2.34375,54,0,729,38.0956,0,0,32.9551,0,36.197917,13.350983,14.6767,5.66071,1,0,67.857143,13.714286,28,0,0,17.857143,0,0,17.857143,0,35.111111,9,88.888889,0.002618,1,0.111111,1,0.27551,0,0,0,0,0.260417,25,3.5,8,0,38.541667,148,0.260417,35.693929,35.3587,60.4917,56,77,38.802083,17.857143,52.516369,0.037783,0.091623,0,98,0.416667,27,0,0,9,15.902381,14.21875,32.307187,12.160134,0,0.333333,3,1.4516,0.6889,31,45,53.125,8,46.875,11.718291,217,0,26.041667,14.284792,2104,7,0,6.345697,0,11.234018,11.111111,57.2,2574,yes
1.532258,5.16129,62,0,0,1.612903,57,4,95,0,2,0.4,0.4,5,25.806452,7.082483,0,0,1,0,88.888889,3.444444,18,0,0,0,0,0,5.555556,0.555556,1.444444,9,100,0.333333,2,1.25,20,0.175355,0,0,0,0,0,0,9,2,0,38.709677,24,1.612903,61.344477,0,2,20,9,27.419355,0,30.863799,0.325,2.033333,0,211,0.532258,37,0,0,16,7.829391,14.193548,73.709857,3.833978,0,0.888889,8,5.3333,0.1875,15,80,58.064516,6,41.935484,10.428957,39,0,16.129032,5.890323,320,3,0,9.360856,0,4.6019,0,19.95,1596,yes
1.607748,5.03753,826,0.605327,0,3.631961,41,0,1328,38.0956,0,0,70.285714,7,46.489104,14.82008,14.6767,0,1,0,45.714286,23.6,35,0,17.142857,8.571429,0,5.714286,17.142857,1,111.285714,7,83.870968,0.00122,2,0.071429,1,0.245902,0,0,0,0,0.484262,37.142857,2.692308,13,0.000001,50.242131,415,0.605327,25.052131,35.3587,492,95,536,29.539952,34.285714,53.139952,0.364833,0.02561,0,61,0.349879,15,0,0,14,17.333462,12.46368,46.865504,12.585429,0,2.285714,16,2.8182,0.3548,11,31,64.285714,1,35.714286,10.446346,344,0,19.733656,12.599867,4161,2,0,6.04742,0,14.096768,16.129032,51.483871,1596,yes
1.6875,4.984375,64,0,0,3.125,17,0,108,38.0956,0,0,32.9551,0,35.9375,10.745967,14.6767,5.66071,1,0,75,8,8,0,25,0,0,0,0,0,3.4,5,85.294118,0,0,0,0,0.913043,0,0,0,0,0,12.5,4,2,0,45.3125,29,0,55.940625,35.3587,60.4917,24,17,34.375,0,42.375,0.775,0.238095,0,69,0.5,63,0,0,5,13.2,13.203125,55.9525,7.4425,0,1,5,1.8889,0.5294,18,34,46.875,3,53.125,12.421738,29,0,25,9.807969,319,1,0,6.578004,0,6.046406,14.705882,46.941176,1596,yes
1.642857,5.714286,14,0,0,0,20,0,23,38.0956,0,0,0,2,7.142857,5.738613,14.6767,0,1,0,100,1.75,8,0,0,0,0,0,0,0.333333,1,6,100,0,1,0,0,0.432836,0,0,0,0,0,0,7.41618,0,0,64.285714,9,0,54.199143,35.3587,0,3,3,28.571429,0,30.321429,0.910256,4.214286,0,67,0.714286,29,0,0,8,6.414286,10.357143,66.073036,4.478214,0,0,0,3.4286,0.2917,7,24,57.142857,2,42.857143,10.490443,530,0,14.285714,0.714286,80,5,0,9.555114,0,6.359286,0,66.5,1596,yes
1.65,6,20,0,0,0,23,0,33,38.0956,0,0,0,7,0,4.651446,14.6767,0,1,0,100,1.818182,11,0,0,0,0,0,0,1.75,2.25,4,95.238095,0.3,1,0.545455,6,0.121212,0,0,0,0,0,0,7.41618,0,0,55,11,0,48.699364,35.3587,0,3,2,25,0,26.818182,0.875,1.45,1,33,0.55,4,0,0,11,2.727273,11.75,65.399545,4.589091,0,0.25,1,2.1,0.4762,10,21,45,4,55,12.411182,162,0,5,3.04,120,0,0,7.564021,0,7.739091,4.761905,122.571429,2574,yes
1.966667,6.1,30,0,0,0,47,0,59,38.0956,0,0,0,12,0,4.369306,14.6767,0,1,0,100,1.875,16,0,0,0,0,0,0,3,3.5,4,95.454545,0.266667,1,0.5,8,0.046512,0,0,0,0,0,0,7.41618,0,0,26.666667,8,0,46.7113,35.3587,0,3,2,26.666667,0,28.541667,0.945355,3.5,2,86,0.533333,4,0,0,16,2.083333,16,38.551875,8.347917,0,1.5,6,2.75,0.3636,16,44,46.666667,4,53.333333,12.150833,144,0,3.333333,4.129,183,0,0,7.81804,0,8.2385,4.545455,58.5,2574,yes
1.651007,4.883988,1043,1.438159,0,4.697987,51,0,1722,38.0956,0,0,79.888889,9,39.117929,12.309493,14.6767,0,1,0,49.206349,16.555556,63,3.174603,9.52381,4.761905,0,3.174603,15.873016,1.5,144.5,6,59.340659,0.017375,1,1.2,18,0.127273,0,0,0,0,0.479386,44.444444,4.846154,13,0,52.444871,547,0,41.434644,35.3587,157,51,472,23.58581,14.285714,40.141366,0,0.05695,1,55,0.393097,7,0,0,15,13.602088,12.133269,50.355943,10.348546,0,1.333333,8,3.7917,0.2637,24,91,54.841802,5,45.158198,11.588135,249,0,17.449664,11.154612,5094,2,0,6.035617,0,9.851364,40.659341,28.285714,2574,yes
1.528117,4.669927,409,0,0,3.91198,33,1,625,38.0956,0,0,0,1,46.454768,11.593378,14.6767,0,1,0,61.538462,15.730769,26,0,23.076923,3.846154,0,0,34.615385,0.333333,123.666667,3,52.173913,0,0,0,0,0.893617,0,0,0,0,0.244499,30.769231,5.2,5,0,61.858191,253,0,47.037585,35.3587,0,48,371,22.738386,15.384615,38.469156,0.024213,0.129032,0,141,0.383863,126,0.333333,1,4,12.551476,10.721271,61.589541,8.576785,0,0.333333,1,3.5385,0.2826,13,46,68.215159,5,31.784841,9.435573,0,0,15.647922,9.798778,1910,1,0,8.385695,0,8.430739,47.826087,34.673913,1595,yes
1.665505,5.146341,287,0.348432,0,2.787456,31,1,478,38.0956,0,0,32.9551,0,39.02439,13.757057,14.6767,5.66071,1,0,42.857143,20.5,14,0,21.428571,7.142857,0,0,21.428571,0,64.25,4,80.701754,0,1,0,0,0.634615,0,0,0,0,0.696864,35.714286,3.5,4,0,43.554007,125,1.393728,28.946951,35.3587,60.4917,59,169,31.707317,28.571429,52.207317,0,0.099291,11,104,0.445993,66,0,0,4,15.726132,13.466899,45.125758,12.057962,0,0.5,2,1.425,0.7018,40,57,55.052265,0,44.947735,11.750547,191,0,18.815331,13.048537,1477,3,0,5.213697,0,13.059268,19.298246,45.140351,2573,yes
1.85342,5.537459,307,0.977199,0,1.954397,25,0,569,38.0956,0,0,0,4,25.407166,12.486833,14.6767,0,1,0,65.217391,13.347826,23,4.347826,0,8.695652,0,8.695652,8.695652,0.666667,35,6,68.831169,0.043189,1,1.3,13,0.934426,0,0,0,0,0.977199,17.391304,2.875,8,0,36.156352,111,0,35.30063,35.3587,0,42,143,31.270358,17.391304,44.618184,0.264059,0.186047,3,61,0.459283,57,0,0,10,14.329358,14.576547,36.487608,11.48601,4,2.333333,14,2.75,0.3636,28,77,38.436482,6,61.563518,14.019432,33,0,22.47557,14.568078,1700,6,0,4.043982,0,11.325346,31.168831,20.701299,1594,yes
1.774775,5.774775,111,0,0,3.603604,27,4,197,38.0956,0,0,9,2,34.234234,10.285391,14.6767,8,2,0,84.615385,8.538462,13,0,7.692308,0,0,0,38.461538,0.5,11.25,4,100,0,0,0,0,0.036585,0,0,0,0,0.900901,15.384615,3.25,4,0,55.855856,62,0,40.05574,35.3587,10,23,23,36.936937,0,45.475398,0.035398,1.825688,0,164,0.414414,6,0,0,6,11.703673,11.621622,48.022516,8.682342,0,0.75,3,2.2667,0.4412,15,34,54.954955,6,45.045045,11.17262,95,0,20.720721,14.69991,641,2,0,7.741917,0,10.03842,0,46.882353,1594,yes
1.782946,5.317829,129,0.775194,0,4.651163,22,2,230,38.0956,0,0,32.9551,0,35.658915,11.458041,14.6767,5.66071,1,0,61.538462,9.923077,13,7.692308,0,0,0,0,7.692308,0,6,7,45.618557,0.031008,2,0.571429,4,0.5,0,0,0,0,0,23.076923,4.333333,3,0,47.286822,61,1.550388,45.989733,35.3587,60.4917,28,23,29.457364,0,39.380441,0.091549,0.124031,0,12,0.364341,6,0,0,7,13.581634,12.906977,45.925868,9.31876,0,0,0,4.172,0.2397,93,388,50.387597,42,49.612403,11.962483,15,0,24.031008,12.49876,686,1,0,6.721917,0,8.578515,54.381443,4.10567,1593,yes
1.532209,4.903374,652,0.153374,0,5.06135,24,0,999,38.0956,0,0,32.9551,0,46.319018,11.431308,14.6767,5.66071,1,0,63.043478,14.173913,46,2.173913,21.73913,13.043478,0,2.173913,4.347826,0,113.8,5,78.787879,0.018721,1,2.4,12,0.1,4.347826,2,0,0,0.153374,41.304348,4.6,10,0,50.306748,328,0.153374,45.633574,35.3587,60.4917,73,473,29.601227,21.73913,43.77514,4.16335,0.046802,0,20,0.388037,2,0,0,5,12.356682,12.453988,62.823632,8.017887,0,0.6,3,2.2,0.4545,15,33,61.96319,6,38.03681,10.345538,268,0,16.717791,10.96431,3197,5,0,7.699024,0,8.751849,21.212121,48.272727,1593,yes
2,6.304348,23,0,0,0,28,0,46,38.0956,0,0,0,8,0,5.148345,14.6767,0,1,0,100,1.769231,13,0,0,0,0,0,0,1.6,2,5,96.428571,0.304348,1,0.538462,7,0.188679,0,0,0,0,0,0,7.41618,0,0,26.086957,6,0,43.073849,35.3587,0,3,2,30.434783,0,32.204013,0.910506,2,3,53,0.565217,10,0,0,13,4.185953,16.086957,35.839231,8.7,0,0.8,4,2.1538,0.4643,13,28,43.478261,3,56.521739,12.649036,519,0,8.695652,4.376087,145,0,0,7.317061,0,9.148094,3.571429,91.892857,2573,yes
1.533333,5.046667,150,0,1,5.333333,71,5,230,38.0956,0,0,0.47619,21,31.333333,7.318408,14.6767,0,1,0,94.594595,4.054054,37,0,0,2.702703,0,0,8.108108,2.1,6,10,99.350649,0,1,0,0,0.370879,0,0,0,0,0,10.810811,7.4,5,0,60,90,0,62.330472,35.3587,10,34,18,21.333333,2.702703,25.387387,0.525974,5.369863,2,364,0.38,135,0,0,31,7.754955,11,73.000135,4.084414,0,9.1,91,10.6207,0.0942,29,308,63.333333,3,36.666667,9.627248,166,0,15.333333,6.524867,757,3,0,10.08729,0,4.366827,0.649351,5.159091,1589,yes
1.649789,4.875527,474,1.265823,0,2.109705,34,0,782,38.0956,0,0,32.9551,0,43.248945,13.733126,14.6767,5.66071,1,0,40,18.96,25,4,20,12,0,8,16,0,28.2,5,86.956522,0,1,0,0,0.416667,4,1,0,0,0.421941,20,2.272727,11,0,58.860759,279,0.421941,36.986729,35.3587,60.4917,50,132,28.270042,12,47.230042,0,0.035941,0,12,0.432489,5,0,0,5,15.685266,11.170886,48.018448,11.271911,0,1.2,6,2.875,0.3478,8,23,63.924051,0,36.075949,10.273308,60,0,20.253165,11.334578,2311,3,0,6.990466,0,11.013734,13.043478,69.086957,1589,yes
1.678776,5.353728,1046,0.286807,0,2.963671,43,0,1756,38.0956,0,0,26.833333,30,29.063098,11.290608,14.6767,0,1,0,64.556962,13.240506,79,0,7.594937,1.265823,0,0,25.316456,7.5,240.5,4,94.230769,0.009756,1,0.294118,10,0.138462,0,0,0,0,0.286807,29.113924,2.257143,35,0,54.875717,574,0.191205,38.958924,35.3587,174,48,887,30.305927,6.329114,43.546434,0.254545,0.086829,0,65,0.290631,9,0.75,3,34,12.217809,11.768642,51.371412,9.383358,2,4,16,3.7143,0.2692,14,52,57.265774,4,42.734226,11.040963,314,0,17.304015,13.467686,5600,2,0,7.122369,0,10.406314,5.769231,30.557692,1589,yes
